Ticker,Company,Industry,Sector,PE Ratio,Forward PE,DividendYield,Target Price,Price Percent to Target,Total Return,Current Price,Market Cap. (USD),IV,Sharpe Ratio,ETF,S&P 500,DJIA,Nasdaq 100
TRTX,   Tpg Re Finance,REIT—Mortgage,Real Estate,13.101,10.454,10.54,10,10.62,21.16,9.04,731607200,24.77,0.9,,,,
TRU,   Transunion,Financial Data & Stock Exchanges,Financial Services,87.746,37.976,0.42,120,19.96,20.38,100.03,19495847000,36.88,0.6,,,,
TRUP,   Trupanion Inc,Insurance—Specialty,Financial Services,0,728.4,0,57,4.34,4.34,54.63,2313034200,66.4,0.1,,,,
TRV,   Travelers Cos,Insurance—Property & Casualty,Financial Services,13.384,12.474,1.59,265,1.69,3.28,260.59,59159141800,22.47,0.1,XLF,S&P 500,DJIA,
TRVG,   Trivago Nv Ads,Internet Content & Information,Communication Services,0,-66.04,0,1.84,-27.39,-27.39,2.53,176948200,98.94,-0.3,,,,
TRVI,   Trevi Theraptcs,Biotechnology,Healthcare,0,-5.915,0,8,187.77,187.77,2.78,213698600,139.13,1.3,,,,
TRX,   Trx Gold Cp,Gold,Basic Materials,0,3.188,0,1.5,327.72,327.72,0.35,97622000,58.89,5.6,,,,
TS,   Tenaris Sa-Adr,Oil & Gas Equipment & Services,Energy,8.43,12.403,3.48,40,3.15,6.63,38.78,22545916400,23.48,0.3,,,,
TSBX,   Turnstone Bio,Biotechnology,Healthcare,0,-0.391,0,3,476.92,476.92,0.52,12027600,113.22,4.2,,,,
TSCDY,   Tesco Plc -Adr,Grocery Stores,Consumer Defensive,13.699,12.837,3.37,14.4,2.06,5.43,14.11,31987087800,49.016,0.1,,,,
TSCO,   Tractor Supply,Specialty Retail,Consumer Cyclical,27.722,25.618,1.52,290,1.76,3.28,284.98,30447263200,28.3,0.1,XLY,S&P 500,,
TSE,   Trinseo Plc,Specialty Chemicals,Basic Materials,0,-1.143,0.99,4.25,1.43,2.42,4.19,148326000,91.53,0,,,,
TSEM,   Tower Semicond,Semiconductors,Technology,26.603,24.233,0,60,22.57,22.57,48.95,5425128500,39.67,0.6,,,,
TSHA,   Taysha Gene Thr,Biotechnology,Healthcare,4.143,-6.868,0,7,168.2,168.2,2.61,534893400,142.04,1.2,,,,
TSLA,   Tesla Inc,Auto Manufacturers,Consumer Cyclical,96.544,116.579,0,239,-31.99,-31.99,351.42,1.13E+12,57.19,-0.6,XLY,S&P 500,,Nasdaq 100
TSLX,   Sixth St Spclty,Asset Management,Financial Services,10.393,9.704,9.74,22.5,5.09,14.83,21.41,1997981200,13.27,1.1,,,,
TSM,   Taiwan Semi-Adr,Semiconductors,Technology,31.873,22.002,1.43,240,20.67,22.1,198.89,1.03E+12,38.2,0.6,,,,
TSN,   Tyson Foods  A,Farm Products,Consumer Defensive,28.529,14.662,3.11,64,-0.3,2.81,64.19,22842653400,22.46,0.1,XLP,S&P 500,,
TSNDF,   Terrascend Cp,Drug Manufacturers - Specialty & Generic,Healthcare,0,-10.069,0,2,159.07,159.07,0.77,225063300,45.49,3.5,,,,
TSQ,   Townsqar Media,Advertising Agencies,Communication Services,0,7.126,7.66,19,86.46,94.12,10.19,158454500,48.38,1.9,,,,
TSVT,   2Seventy Bio,Biotechnology,Healthcare,0,-9.37,0,8,111.64,111.64,3.78,195010200,104.38,1.1,,,,
TT,   Trane Tech Plc,Building Products & Equipment,Industrials,37.815,32.712,0.81,404.5,-1.95,-1.14,412.56,92834251200,25.97,0,XLI,S&P 500,,
TTC,   Toro Co,Tools & Accessories,Industrials,22.664,18.717,1.66,100,15.81,17.47,86.35,8861237000,38.63,0.5,,,,
TTD,   Trade Desk Inc,Software—Application,Technology,224.452,130.434,0,135.5,-2.63,-2.63,139.16,68685201200,36.08,-0.1,,,,Nasdaq 100
TTE,   Totalenergies,Oil & Gas Integrated,Energy,8.049,6.73,5.88,76,33.17,39.05,57.07,1.35E+11,20.9,1.9,,,,
TTEC,   Ttec Holdings,Information Technology Services,Technology,0,-171,2.29,6.85,33.53,35.82,5.13,244854900,57.97,0.6,,,,
TTEK,   Tetra Tech New,Engineering & Construction,Industrials,34.423,25.053,0.53,50,18.09,18.62,42.34,11336111600,28.63,0.7,,,,
TTGT,   Techtarget-New,Internet Content & Information,Communication Services,0,143.27,0,36.5,44.33,44.33,25.29,739479600,54.38,0.8,,,,
TTI,   Tetra Tech Del,Oil & Gas Equipment & Services,Energy,64.833,9.317,0,7,79.95,79.95,3.89,512740900,57.21,1.4,,,,
TTMI,   Ttm Technologie,Electronic Components,Technology,37.106,19.133,0,26,6.17,6.17,24.49,2497245300,42.78,0.1,,,,
TTNDY,   Techtronic Inds,Tools & Accessories,Industrials,25.35,20.714,1.87,80.44,10.95,12.82,72.5,26567625000,36.935,0.3,,,,
TTWO,   Take-Two Inter,Electronic Gaming & Multimedia,Communication Services,0,108.943,0,191,1.56,1.56,188.06,33028977800,24.46,0.1,XLC,S&P 500,,Nasdaq 100
TU,   Telus Corp,Telecom Services,Communication Services,34.822,21.747,7.4,17,8.49,15.89,15.67,23505000000,17.5,0.9,,,,
TUYA,   Tuya Inc,Software—Infrastructure,Technology,0,183,0,2.91,59.02,59.02,1.83,923033700,92.25,0.6,,,,
TVGN,   Semper Par Acq,Biotechnology,Healthcare,3.371,0,0,4.2,255.93,255.93,1.18,206559000,113.22,2.3,,,,
TVTX,   Travere Therpts,Biotechnology,Healthcare,0,-15.284,0,25,29,29,19.38,1512609000,66.94,0.4,,,,
TW,   Tradeweb Markts,Capital Markets,Financial Services,64.567,52.506,0.3,147,9.46,9.76,134.3,31727032000,26.88,0.4,,,,
TWFG,   Twfg Inc,Insurance Brokers,Financial Services,0,54.238,0,32.67,-6.58,-6.58,34.97,517905700,45.999,-0.1,,,,
TWI,   Titan Intl Inc,Farm & Heavy Construction Machinery,Industrials,0,32.955,0,12.5,72.41,72.41,7.25,457765000,71.86,1,,,,
TWLO,   Twilio Inc-A,Software—Infrastructure,Technology,0,-871.366,0,84,-21.71,-21.71,107.3,16457674000,38.6,-0.6,,,,
TWO,   Two Harbors Inv,REIT—Mortgage,Real Estate,0,5.717,15.16,14.25,21.07,36.23,11.77,1219960500,17.39,2.1,,,,
TWST,   Twist Bioscienc,Diagnostics & Research,Healthcare,0,-28.788,0,52.5,3.73,3.73,50.61,3004209600,62.24,0.1,,,,
TX,   Ternium Sa-Adr,Steel,Basic Materials,80.05,4.919,9.35,45,40.54,49.89,32.02,6285846200,28.33,1.8,,,,
TXG,   10X Genomics,Health Information Services,Healthcare,0,-12.983,0,20,26.42,26.42,15.82,1915011000,65.7,0.4,,,,
TXN,   Texas Instrs,Semiconductors,Technology,36.592,33.828,2.7,200,1.4,4.1,197.23,1.80E+11,26.07,0.2,XLK,S&P 500,,Nasdaq 100
TXNM,   Txnm Energy Inc,Utilities—Regulated Electric,Utilities,25.75,17.532,3.16,50.5,2.14,5.3,49.44,4459488000,22.1,0.2,,,,
TXO,   Txo Partners Lp,Oil & Gas E&P,Energy,0,12.367,13.52,25.5,45.71,59.23,17.5,715925000,43.098,1.4,,,,
TXRH,   Texas Roadhouse,Restaurants,Consumer Cyclical,33.636,27.565,1.23,200,1.99,3.22,196.1,13081831000,25.83,0.1,,,,
TXT,   Textron Inc,Aerospace & Defense,Industrials,18.639,14.187,0.09,100,17.4,17.49,85.18,15801741800,25.68,0.7,,S&P 500,,
TYGO,   Tigo Energy,Solar,Technology,0,-1.765,0,3.25,261.07,261.07,0.9,54666000,65.935,4,,,,
TYL,   Tyler Tech Inc,Software—Application,Technology,114.494,89.642,0,675,8.37,8.37,622.85,26657980000,23.72,0.4,,S&P 500,,
TYRA,   Tyra Biosci,Biotechnology,Healthcare,0,-7.491,0,30.5,99.87,99.87,15.26,772156000,69.06,1.4,,,,
TZOO,   Travelzoo,Advertising Agencies,Communication Services,19.118,15.6,0,24,23.08,23.08,19.5,230100000,56.2,0.4,,,,
U,   Unity Software,Software—Application,Technology,0,-20.758,0,23,-5.93,-5.93,24.45,9849438000,66.9,-0.1,,,,
UAA,   Under Armour-A,Apparel Manufacturing,Consumer Cyclical,0,25.658,0,10,-1.77,-1.77,10.18,4401730200,48.18,0,,,,
UAL,   United Airlines,Airlines,Industrials,11.417,8.034,0,100,4.4,4.4,95.79,31503415200,45.93,0.1,,S&P 500,,
UBAB,   Utd Bancorp Ala,Banks - Regional,Financial Services,6.729,0,1.74,62.5,8.51,10.25,57.6,205632000,47.003,0.2,,,,
UBCP,   Utd Bancorp -Oh,Banks - Regional,Financial Services,10.175,9.171,5.28,20,43.47,48.75,13.94,80712600,47.003,1,,,,
UBER,   Uber Technologs,Software—Application,Technology,35.108,30.895,0,90,26.28,26.28,71.27,1.50E+11,33.31,0.8,XLI,S&P 500,,
UBER,   Uber Technologs,Software—Application,Technology,35.108,30.895,0,90,26.28,26.28,71.27,1.50E+11,33.31,0.8,XLI,S&P 500,,
UBS,   Ubs Group Ag,Banks—Diversified,Financial Services,25.43,12.815,1.08,32.92,1.14,2.22,32.55,1.04E+11,24.03,0.1,,,,
UBSFY,   Ubisoft Entertn,Electronic Gaming & Multimedia,Communication Services,0,18.277,0,2.2,-8.71,-8.71,2.41,1574935000,59.868,-0.1,,,,
UBSI,   Utd Bankshares,Banks—Regional,Financial Services,15.672,16.16,3.52,41,-1.28,2.24,41.53,5615686600,33.55,0.1,,,,
UCB,   Utd Cmnty Bk/Ga,Banks—Regional,Financial Services,22.078,14.605,2.84,32.25,-4.53,-1.69,33.78,4029616200,40.68,0,,,,
UCTT,   Ultra Clean Hld,Semiconductor Equipment & Materials,Technology,561.857,26.574,0,58.5,48.74,48.74,39.33,1772209800,56.92,0.9,,,,
UDMY,   Udemy Inc,Education & Training Services,Consumer Defensive,0,-31.945,0,11,30.18,30.18,8.45,1232855000,51.13,0.6,,,,
UDR,   Udr Inc,REIT—Residential,Real Estate,117.868,94.204,3.75,47,4.93,8.68,44.79,14778908400,18.51,0.5,XLRE,S&P 500,,
UE,   Urban Edge Prop,REIT—Retail,Real Estate,10.197,84.222,3.01,24,5.54,8.55,22.74,2839543800,29.41,0.3,,,,
UEC,   Uranium Energy,Uranium,Energy,0,-136.5,0,10.38,26.68,26.68,8.19,3369447900,58.69,0.5,,,,
UEIC,   Univl Electrs,Consumer Electronics,Technology,0,27.818,0,14,14.38,14.38,12.24,159487200,65.41,0.2,,,,
UFCS,   United Fire Grp,Insurance—Property & Casualty,Financial Services,15.723,13.936,2.08,26,-15.2,-13.12,30.66,776924400,39.01,-0.3,,,,
UFI,   Unifi Inc,Textile Manufacturing,Consumer Cyclical,0,8.631,0,12,113.9,113.9,5.61,102494700,59.38,1.9,,,,
UFPI,   Ufp Industries,Lumber & Wood Production,Basic Materials,18.476,18.318,0.98,133.5,-0.61,0.37,134.32,8157253600,34.1,0,,,,
UFPT,   Ufp Tech Inc,Medical Devices,Healthcare,42.898,34.912,0,381,27.24,27.24,299.43,2296628100,51.14,0.5,,,,
UGI,   Ugi Corp,Utilities—Regulated Gas,Utilities,23.312,9.845,6.05,30,2.95,9,29.14,6256358000,26.36,0.3,,,,
UGP,   Ultrapar Pa-Adr,Oil & Gas Refining & Marketing,Energy,7.59,8.256,3.71,5.5,85.81,89.52,2.96,3301021600,80.18,1.1,,,,
UGRO,   Urban Gro Inc,Farm & Heavy Construction Machinery,Industrials,0,-6,0,4.7,226.39,226.39,1.44,17740800,138.13,1.6,,,,
UHAL,   U-Haul Holding,Rental & Leasing Services,Industrials,31.872,20.042,0,77.1,6.57,6.57,72.35,14186388000,45.52,0.1,,,,
UHS,   Univl Hlth Svcs,Medical Care Facilities,Healthcare,13.205,11.149,0.4,234.15,18.05,18.45,198.34,13084489800,32.02,0.6,,S&P 500,,
UI,   Ubiquiti Inc,Communication Equipment,Technology,55.243,32.585,0.68,310.5,-13.13,-12.45,357.42,21613187400,45.7,-0.3,,,,
UIS,   Unisys,Information Technology Services,Technology,0,-34.208,0,7.5,-8.65,-8.65,8.21,569445600,67.58,-0.1,,,,
UL,   Unilever Plc,Household & Personal Products,Consumer Defensive,21.437,20.218,3.17,66.66,12.26,15.43,59.38,1.47E+11,16.31,0.9,,,,
ULBI,   Ultralife Corp,Electrical Equipment & Parts,Industrials,14.407,9.153,0,14,79.95,79.95,7.78,129381400,48.24,1.7,,,,
ULCC,   Frontier Gp Hld,Airlines,Industrials,0,10.783,0,6.5,12.07,12.07,5.8,1307146000,77.65,0.2,,,,
ULH,   Univl Logistics,Trucking,Industrials,10,10.756,0.81,42,-15.66,-14.85,49.8,1310736000,34.005,-0.4,,,,
ULS,   Ul Solutions,Specialty Business Services,Industrials,34.895,32.428,0.95,56.5,6.52,7.47,53.04,10614364800,30.33,0.2,,,,
ULTA,   Ulta Beauty Inc,Specialty Retail,Consumer Cyclical,15.876,17.341,0,400,1.19,1.19,395.3,18626536000,48.75,0,XLY,S&P 500,,
ULY,   Urgent.Ly Inc,Software - Application,Technology,0.08,0,0,1.5,172.23,172.23,0.55,7425000,67.585,2.5,,,,
UMAC,   Unusual Machins,Shell Companies,Financial Services,0,-237,0,4,-66.24,-66.24,11.85,98355000,83.437,-0.8,,,,
UMBF,   Umb Finl Corp,Banks—Regional,Financial Services,15.737,18.646,1.28,130,3.13,4.41,126.05,6151240000,41.67,0.1,,,,
UMC,   Utd Microelectr,Semiconductors,Technology,10.698,9.793,6.67,7.33,8.73,15.4,6.74,16890237800,32.95,0.5,,,,
UMH,   Umh Properties,REIT—Residential,Real Estate,146.154,70.37,4.54,21.75,14.47,19.01,19,1499100000,26.02,0.7,,,,
UNCRY,   Unicredit Spa,Banks - Regional,Financial Services,6.037,5.724,5.05,26.53,35.21,40.26,19.62,64234899000,39.524,1,,,,
UNF,   Unifirst Corp,Specialty Business Services,Industrials,25.687,23.344,0.7,185,-7.31,-6.61,199.59,3706386300,28.49,-0.2,,,,
UNFI,   Utd Natural Fds,Food Distribution,Consumer Defensive,0,37.824,0,21,-16.3,-16.3,25.09,1503141900,88.78,-0.2,,,,
UNH,   Unitedhealth Gp,Healthcare Plans,Healthcare,39.301,21.055,1.38,635,4.92,6.3,605.23,5.57E+11,24.12,0.3,XLV,S&P 500,DJIA,
UNIT,   Uniti Group Inc,REIT—Specialty,Real Estate,13.512,11.423,10.14,5,-13.94,-3.8,5.81,1418337200,45.72,-0.1,,,,
UNM,   Unum Group,Insurance—Life,Financial Services,8.256,8.689,2.2,74,-2.68,-0.48,76.04,13885664400,22.95,0,,,,
UNP,   Union Pac Corp,Railroads,Industrials,21.782,19.617,2.23,260,9.71,11.94,236.99,1.44E+11,17.63,0.7,XLI,S&P 500,,
UNTY,   Unity Bancorp,Banks - Regional,Financial Services,11.603,9.923,1.15,43,-4.97,-3.82,45.25,452047500,47.003,-0.1,,,,
UOVEY,   Utd Overseas Bk,Banks - Regional,Financial Services,11.061,9.708,4.76,63.66,16.27,21.03,54.75,45825750000,34.595,0.6,,,,
UPB,   Upstream Bio,Biotechnology,Healthcare,0,-9.523,0,56.5,156.93,156.93,21.99,1178664000,102.779,1.5,,,,
UPBD,   Upbound Group,Software—Application,Technology,23.452,8.296,4.28,41,19.74,24.02,34.24,1872928000,30.31,0.8,,,,
UPLD,   Upland Software,Software—Application,Technology,0,-4.059,0,2.5,-42.79,-42.79,4.37,119912800,106.61,-0.4,,,,
UPS,   Utd Parcel Srvc,Integrated Freight & Logistics,Industrials,19.594,14.643,4.86,150,15.64,20.5,129.71,1.11E+11,22.22,0.9,XLI,S&P 500,,
UPST,   Upstart Hldgs,Credit Services,Financial Services,0,-75.204,0,66,-9.32,-9.32,72.78,6639719400,89.91,-0.1,,,,
UPWK,   Upwork Inc,Internet Content & Information,Communication Services,28.048,20.757,0,18,3.51,3.51,17.39,2324521300,42.67,0.1,,,,
URBN,   Urban Outfitter,Apparel Retail,Consumer Cyclical,14.527,12.221,0,46,-9.27,-9.27,50.7,4677582000,34.11,-0.3,,,,
URG,   Ur-Energy Inc,Uranium,Energy,0,193.403,0,2.7,109.3,109.3,1.29,469689000,58.89,1.9,,,,
URGN,   Urogen Pharma,Biotechnology,Healthcare,0,-5.009,0,40,224.15,224.15,12.34,289373000,78.52,2.9,,,,
URI,   Utd Rentals Inc,Rental & Leasing Services,Industrials,22.737,19.856,0.76,862.06,-0.8,-0.04,869.02,57025092400,30.68,0,XLI,S&P 500,,
UROY,   Uranium Royalty,Uranium,Energy,47.8,13.278,0,7.62,218.72,218.72,2.39,297411600,61.21,3.6,,,,
USAC,   Usa Compression,Oil & Gas Equipment & Services,Energy,43.527,23.005,8.76,24,0.25,9.01,23.94,2801458800,19.53,0.5,,,,
USAS,   Amers G&S Cp,Other Industrial Metals & Mining,Basic Materials,0,0,0,1,140.96,140.96,0.42,120523200,64.823,2.2,,,,
USAU,   Us Gold Corp,Gold,Basic Materials,0,0,0,15.13,89.54,89.54,7.98,86742600,70.57,1.3,,,,
USB,   Us Bancorp,Banks—Regional,Financial Services,16.031,12.086,3.79,53,1.73,5.52,52.1,81277563000,24.74,0.2,XLF,S&P 500,,
USCB,   Uscb Finl Hldgs,Banks - Regional,Financial Services,18.894,13.1,0.99,19,-3.31,-2.32,19.65,389856000,47.003,0,,,,
USEA,   Utd Maritime Cp,Marine Shipping,Industrials,0,-3.582,15.08,5.5,179.19,194.27,1.97,17434500,49.372,3.9,,,,
USEG,   Us Energy Cp-Wy,Oil & Gas E&P,Energy,0,-20.235,0,2.5,45.35,45.35,1.72,48108400,43.098,1.1,,,,
USFD,   Us Foods Hldg,Food Distribution,Consumer Defensive,30.305,22.02,0,75,6.22,6.22,70.61,16447893400,24.03,0.3,,,,
USGO,   Us Goldmining,Other Industrial Metals & Mining,Basic Materials,0,0,0,24,90.48,90.48,12.6,156870000,58.89,1.5,,,,
USIO,   Usio Inc,Software - Infrastructure,Technology,14.2,14.2,0,6,322.54,322.54,1.42,38524600,50.48,6.4,,,,
USM,   Us Cellular,Telecom Services,Communication Services,0,53.716,0,73,15.31,15.31,63.31,5444660000,36.09,0.4,,,,
USNA,   Usana Hlth Sci,Packaged Foods,Consumer Defensive,13.516,15.392,0,46.5,21.57,21.57,38.25,729045000,40.33,0.5,,,,
USPH,   Us Physical Thr,Medical Care Facilities,Healthcare,112.489,34.572,1.77,108,9.1,10.87,98.99,1494749000,31.03,0.4,,,,
UTHR,   Utd Therapeutic,Biotechnology,Healthcare,16.203,13.258,0,381.21,3.37,3.37,368.79,16466473500,30.21,0.1,,,,
UTI,   Univl Tech Inst,Education & Training Services,Consumer Defensive,32.227,20.747,0,25,3.43,3.43,24.17,1300587700,43.49,0.1,,,,
UTL,   Unitil Corp,Utilities—Diversified,Utilities,20.154,19.11,2.84,59,-0.08,2.76,59.05,956019500,65.17,0,,,,
UTZ,   Utz Brands,Packaged Foods,Consumer Defensive,0,22.645,1.37,21,22.02,23.39,17.21,2424716900,36.53,0.6,,,,
UUUU,   Energy Fuels,Uranium,Energy,0,91.04,0,8.88,27.15,27.15,6.98,1372407600,61.89,0.4,,,,
UVE,   Univl Insur Hld,Insurance—Property & Casualty,Financial Services,9.012,8.434,2.85,27,20.81,23.66,22.35,632281500,35.31,0.7,,,,
UVSP,   Univest Corp Pa,Banks—Regional,Financial Services,12.679,13.806,2.63,28.5,-9.72,-7.09,31.57,916792800,31.09,-0.2,,,,
UWMC,   Uwm Holdings,Mortgage Finance,Financial Services,0,14.977,6.1,7.75,18.5,24.6,6.54,10452555000,47.17,0.5,,,,
V,   Visa Inc-A,Credit Services,Financial Services,32.203,24.859,0.75,326,4.15,4.9,313.01,5.83E+11,18.87,0.3,XLF,S&P 500,DJIA,
VAC,   Marriott Vac Ww,Resorts & Casinos,Consumer Cyclical,18.395,12.814,3.11,103,6.45,9.56,96.76,3377891600,34.43,0.3,,,,
VAL,   Valaris Ltd,Oil & Gas Equipment & Services,Energy,3.235,9.349,0,61.5,32.29,32.29,46.49,3306368800,50.75,0.6,,,,
VALE,   Vale Sa,Other Industrial Metals & Mining,Basic Materials,4.481,5.342,15.07,14.1,45.66,60.73,9.68,43396214400,30.1,2,,,,
VALN,   Valneva Se,Biotechnology,Healthcare,0,-6.509,0,18,362.72,362.72,3.89,316062500,113.22,3.2,,,,
VANI,   Vivani Medical,Biotechnology,Healthcare,0,-3.099,0,5.5,290.07,290.07,1.41,83528400,120.66,2.4,,,,
VBNK,   Versabank,Banks - Regional,Financial Services,13.746,10.025,0.4,17,-1.85,-1.45,17.32,450320000,34.595,0,,,,
VBTX,   Veritex Hldgs,Banks—Regional,Financial Services,19.244,13.523,2.63,31.5,4.93,7.56,30.02,1635489600,35.5,0.2,,,,
VC,   Visteon Corp,Auto Parts,Consumer Cyclical,5.197,10.823,0,122,28.27,28.27,95.11,2626938200,44.73,0.6,,,,
VCEL,   Vericel Corp,Biotechnology,Healthcare,728,125.247,0,60.5,3.88,3.88,58.24,2874726400,57.51,0.1,,,,
VCISY,   Vinci Sa-Adr,Engineering & Construction,Industrials,12.052,11.039,4.73,32.4,27.41,32.14,25.43,60004119400,36.935,0.9,,,,
VCSA,   Vacasa Inc,Travel Services,Consumer Cyclical,0,763.314,0,3.25,-16.02,-16.02,3.87,88119900,30.01,-0.5,,,,
VCTR,   Victory Cap-A,Asset Management,Financial Services,17.196,13.301,2.53,69,-0.43,2.1,69.3,4506579000,40.89,0.1,,,,
VCYT,   Veracyte Inc,Diagnostics & Research,Healthcare,0,103.541,0,44,0.78,0.78,43.66,3383650000,81.23,0,,,,
VECO,   Veeco Instrs-De,Semiconductor Equipment & Materials,Technology,20.885,27.517,0,35,20.56,20.56,29.03,1648323400,44.88,0.5,,,,
VEEV,   Veeva Systems-A,Health Information Services,Healthcare,60.389,49.311,0,244.5,7.97,7.97,226.46,36670667800,44.95,0.2,,,,
VEL,   Velocity Finl,Mortgage Finance,Financial Services,11.163,9.598,0,21.5,4.67,4.67,20.54,680284800,22.3,0.2,,,,
VEOEY,   Veolia Environ,Waste Management,Industrials,18.74,6.133,4.67,17.5,21.28,25.95,14.43,20935332600,28.98,0.9,,,,
VEON,   Veon Ltd,Telecom Services,Communication Services,7.911,5.349,0,56.5,66.47,66.47,33.94,2510541800,44.79,1.5,,,,
VERA,   Vera Therapeut,Biotechnology,Healthcare,0,-15.308,0,65,31.63,31.63,49.38,3126741600,56.4,0.6,,,,
VERI,   Veritone Inc,Software—Infrastructure,Technology,0,-2.385,0,3.5,36.19,36.19,2.57,98456700,120.89,0.3,,,,
VERU,   Veru Inc,Biotechnology,Healthcare,0,-2.468,0,3,322.12,322.12,0.71,103929800,220,1.5,,,,
VERV,   Verve Therptics,Biotechnology,Healthcare,0,-2.462,0,28,299.43,299.43,7.01,593466600,112.5,2.7,,,,
VERX,   Vertex Inc,Software—Application,Technology,299.579,262.704,0,57,0.14,0.14,56.92,8877243200,43.53,0,,,,
VET,   Vermilion Egy,Oil & Gas E&P,Energy,0,8.044,3.42,15,47.06,50.48,10.2,1582938000,40.97,1.2,,,,
VFC,   V F Corp,Apparel Manufacturing,Consumer Cyclical,0,22.052,1.72,21,0.67,2.39,20.86,8121215200,51.94,0,,,,
VFF,   Village Farms,Farm Products,Consumer Defensive,0,-47.343,0,2.25,185.1,185.1,0.79,88748600,88.47,2.1,,,,
VGZ,   Vista Gold Corp,Gold,Basic Materials,6.634,-9.952,0,2.75,360.56,360.56,0.6,73890000,58.89,6.1,,,,
VHI,   Valhi Inc,Chemicals,Basic Materials,8.181,7.81,1.2,20,-20.89,-19.69,25.28,715424000,36.24,-0.5,,,,
VIAV,   Viavi Solutions,Communication Equipment,Technology,0,42.351,0,10.25,-3.48,-3.48,10.62,2355622200,40.46,-0.1,,,,
VICI,   Vici Properties,REIT—Diversified,Real Estate,11.722,11.558,5.37,35,10.58,15.95,31.65,33364480500,13.47,1.2,XLRE,S&P 500,,
VICI,   Vici Properties,REIT—Diversified,Real Estate,11.722,11.558,5.37,35,10.58,15.95,31.65,33364480500,13.47,1.2,XLRE,S&P 500,,
VICR,   Vicor Corp,Electronic Components,Technology,557.6,60.609,0,46.5,-16.61,-16.61,55.76,2516448800,48.57,-0.3,,,,
VIK,   Viking Holdings,Travel Services,Consumer Cyclical,0,20.439,0,50,9.51,9.51,45.66,19700463600,33.78,0.3,,,,
VIR,   Vir Biotechnlgy,Biotechnology,Healthcare,0,-2.477,0,18.5,101.09,101.09,9.2,1267024000,119.7,0.8,,,,
VIRC,   Virco Mfg,"Furnishings, Fixtures & Appliances",Consumer Cyclical,10.264,9.506,0.51,20,19.55,20.06,16.73,272531700,75.42,0.3,,,,
VIRT,   Virtu Finl Inc,Capital Markets,Financial Services,18.878,15.738,2.54,35,-7.76,-5.22,37.95,5867829000,36.51,-0.1,,,,
VISL,   Vislink Technlg,Communication Equipment,Technology,0,0,0,9,105.03,105.03,4.39,10799400,62.907,1.7,,,,
VITL,   Vital Farms Inc,Farm Products,Consumer Defensive,30.482,27.907,0,41,20.09,20.09,34.14,1494990600,49.8,0.4,,,,
VIVHY,   Vivendi-Adr,Entertainment,Communication Services,22.175,10.091,3,12.67,42.84,45.84,8.87,9135390400,46.425,1,,,,
VKTX,   Viking Theraptc,Biotechnology,Healthcare,0,-34.097,0,110,118.86,118.86,50.26,5600974400,75.47,1.6,,,,
VLEEY,   Valeo Sa-Adr,Auto Parts,Consumer Cyclical,7.596,0,5.34,7.3,84.81,90.15,3.95,1932616500,64.905,1.4,,,,
VLN,   Valens Semicond,Semiconductors,Technology,0,-11.024,0,4,76.99,76.99,2.26,240418800,153.7,0.5,,,,
VLO,   Valero Energy,Oil & Gas Refining & Marketing,Energy,12.091,14.085,3.05,153,11.3,14.35,137.47,43521627300,31.93,0.4,XLE,S&P 500,,
VLRS,   Controladora Vl,Airlines,Industrials,4.723,7.34,0,12,53.06,53.06,7.84,914144000,54.98,1,,,,
VLTO,   Veralto Corp,Pollution & Treatment Controls,Industrials,33.111,29.605,0.34,118,9.99,10.33,107.28,26531416800,20.55,0.5,,S&P 500,,
VLY,   Valley Natl Bcp,Banks—Regional,Financial Services,16.742,11.682,4.17,11,5.97,10.14,10.38,5287260600,49.23,0.2,,,,
VMC,   Vulcan Matls Co,Building Materials,Basic Materials,44.766,31.91,0.64,301,5.06,5.7,286.5,37835190000,24.41,0.2,XLB,S&P 500,,
VMD,   Viemed Healthcr,Medical Devices,Healthcare,34.8,23.514,0,12.5,43.68,43.68,8.7,338778000,49.59,0.9,,,,
VMEO,   Vimeo Inc,Software—Application,Technology,33.5,41.231,0,7,4.48,4.48,6.7,1111195000,61.32,0.1,,,,
VMI,   Valmont Inds,Conglomerates,Industrials,23.611,19.358,0.69,366.5,5.6,6.29,347.08,6955483200,26.17,0.2,,,,
VNCE,   Vince Holdng Cp,Apparel Manufacturing,Consumer Cyclical,18.111,13.04,0,3,84.05,84.05,1.63,20538000,71.088,1.2,,,,
VNDA,   Vanda Pharmact,Biotechnology,Healthcare,0,130.933,0,9.25,88.39,88.39,4.91,286302100,62.41,1.4,,,,
VNO,   Vornado Rlty Tr,REIT—Office,Real Estate,0,-186.087,0,39,-8.88,-8.88,42.8,8159820000,43.02,-0.2,,,,
VNOM,   Viper Energy,Oil & Gas Midstream,Energy,23.235,32.956,4.42,58,6.68,11.1,54.37,10243851700,34.91,0.3,,,,
VNRX,   Volitionrx Ltd,Diagnostics & Research,Healthcare,0,-4.012,0,3.05,415.46,415.46,0.59,54675300,69.25,6,,,,
VNT,   Vontier Corp,Scientific & Technical Instruments,Technology,14.859,14.004,0.25,42.5,9.17,9.42,38.93,5847286000,33.43,0.3,,,,
VOD,   Vodafone Gp Plc,Telecom Services,Communication Services,9.598,13.733,8.21,12.28,39.07,47.28,8.83,23014423700,28.58,1.7,,,,
