Ticker,Total Return,Total Return (EPS),Total Return (SPS),Total Return (FCFPS),Total Return (Composite)
GPCR,158.65,158.65,158.65,158.65,158.65
GPI,4.25,36.82,-10.62,64.39,30.20
GPK,11.14,38.7,-10.17,80.28,36.27
GPMT,25.16,139.1,16.22,102.73,86.02
GPN,10.79,-65.26,51.57,103.29,29.87
GPOR,1.72,1.72,1.72,1.72,1.72
GPRE,90.32,41.02,75.31,97.47,71.27
GPRK,30.43,-44.99,-3.41,114.48,22.03
GPRO,8,-80.16,97.72,94.65,37.40
GRAB,0.95,193.52,-135.28,-6.44,17.27
GRAL,-17.36,-17.36,-17.36,-17.36,-17.36
GRBK,3.32,-9974.72,175.08,237.58,-3187.35
GRC,26.14,55.08,18.14,36.73,36.65
GRCE,375.18,21.15,21.08,79.35,40.53
GRDN,-3.88,-3.88,-3.88,-3.88,-3.88
GREE,73.91,-10205.88,524.38,84.12,-3199.13
GRFX,90.48,90.48,90.48,90.48,90.48
GRMN,-12.42,112.18,-45.59,31.78,32.79
GRND,24.26,-45.95,60.01,49.21,21.09
GRNT,16.05,76.51,-37.94,51.63,30.07
GROV,67.79,152.44,-7,-55.37,30.02
GROY,106.69,43.06,51.97,19.4,38.14
GRPN,78.76,3036.37,33505.16,100.77,12214.10
GRRR,45.14,215.45,71.74,45.14,110.78
GRWG,99,-2313.14,-25.13,147.17,-730.37
GS,-0.85,27.64,-33.41,78.22,24.15
GSAT,90.48,51.58,-121.01,162.62,31.06
GSBC,-0.07,47.33,13.07,56.53,38.98
GSBD,14.49,13.87,13.87,13.87,13.87
GSHD,-8.47,33.78,39.64,46.29,39.90
GSK,30.63,4.56,4.56,4.56,4.56
GSL,41.11,119.21,-73.62,112.08,52.56
GSM,105.73,55.9,18.88,92.76,55.85
GT,13.59,79.64,-85.59,100.83,31.63
GTBIF,120.6,120.6,120.6,120.6,120.60
GTBP,290.07,-64.77,23.52,134.73,31.16
GTE,19.3,57.24,64.85,99.76,73.95
GTES,-1.83,-1.41,3.54,97.73,33.29
GTLB,8.24,8.24,8.24,8.24,8.24
GTLS,3.15,21.12,-69.97,114.14,21.76
GTN,80.13,8.96,45.53,74.62,43.04
GTX,42.86,53.96,24.62,89.49,56.02
GTY,7.89,34.75,29.51,79.7,47.99
GVA,-3.6,20.16,-5.1,92.45,35.84
GWH,47.06,163.36,-156.56,453.41,153.40
GWRE,2.88,-38.16,-36.85,125.96,16.98
GWRS,31.04,-8.83,-68.33,108.88,10.57
GWW,-7.12,79.41,53.57,-31.25,33.91
GXO,20.34,3.94,-40.59,131.52,31.62
H,0.35,-7.79,-7.35,106.85,30.57
HAE,33.12,-2.93,11.04,92.29,33.47
HAFC,-2.49,157.8,-28.42,120.94,83.44
HAFN,81.79,26.88,26.88,26.88,26.88
HAIN,-0.72,32.6,22.78,70.43,41.94
HAL,20.37,13.63,4.35,98.63,38.87
HALO,27.89,91.29,-142.79,138.33,28.94
HAS,27.73,15.45,34.1,73.75,41.10
HASI,35.71,26.13,116.91,89.39,77.48
HAYW,4.82,-65.36,5.22,143.25,27.70
HBAN,5.59,41.61,7.79,93.67,47.69
HBCP,2.06,-7.15,10.44,108.38,37.22
HBI,-7.73,60.81,-5.38,59.25,38.23
HBIO,179.02,37.72,-29.82,112.41,40.10
HBM,23.49,0.17,0.17,0.17,0.17
HBNC,9.12,39.16,3.01,69.38,37.18
HBT,5.84,-22.46,13.79,123.52,38.28
HCA,24.64,66.89,-5.05,40.45,34.10
HCAT,44.84,49.77,7.78,51.13,36.23
HCC,7.89,47.29,-137.11,145.26,18.48
HCI,21.06,34.97,-6.53,89.7,39.38
HCKT,-3.88,35.02,-2.74,78.5,36.93
HCM,59.18,13.39,48.39,85.32,49.03
HCMLY,-0.13,3.02,3.02,3.02,3.02
HCP,4.26,4.26,4.26,4.26,4.26
HCSG,3.75,88.29,-26.73,30.28,30.61
HD,4.59,86.35,28.02,-7.16,35.74
HDB,13.49,1.05,1.05,1.05,1.05
HDELY,33.19,2.57,2.57,2.57,2.57
HDL,6.5,6.5,6.5,6.5,6.50
HDSN,19.15,59.26,18.1,89.91,55.76
HE,5.6,29.56,-0.24,88.65,39.32
HEAR,27.55,-26.23,170.1,131.43,91.77
HEES,4.77,27.74,13.1,75.18,38.67
HEI,2.33,107.42,33.93,-42.38,32.99
HELE,16.76,46.15,-7.97,60.16,32.78
HES,11.06,2.6,26.39,98.45,42.48
HESM,13.65,90.01,67.6,-29.1,42.84
HFFG,60.86,60.86,60.86,60.86,60.86
HFWA,-0.75,48.41,7.85,61.02,39.09
HG,20.55,20.55,20.55,20.55,20.55
HGBL,154.24,160.86,-167.38,119.21,37.56
HGTY,-1.79,897.33,-26.09,105.47,325.57
HGV,9.06,-17.84,-15.9,118.84,28.37
HHH,-1.37,-32.18,17.65,97.38,27.62
HI,34.6,26.09,14.48,80.08,40.22
HIG,6.82,18.84,58.22,38.31,38.46
HII,15.87,69.86,3.54,37.56,36.99
HIMS,-25.49,181.73,102.85,53.46,112.68
HIMX,33.99,-13.55,25.9,105.48,39.28
HIPO,8.9,345.79,-234.98,-150.12,-13.10
HITI,27.48,-0.98,76.9,92.28,56.07
HIVE,84.28,157.11,-414.23,196.02,-20.37
HIW,15.39,25.97,29.58,87.29,47.61
HL,36.04,84.97,55.67,101.18,80.61
HLAN,-37.84,1.85,1.85,1.85,1.85
HLDCY,10.26,7.46,7.46,7.46,7.46
HLF,15.38,41.24,87.82,-32.49,32.19
HLI,-6.63,-27.26,1.46,124.48,32.89
HLIO,10.22,34.95,21.86,50.83,35.88
HLIT,8.44,-84.6,90.22,99.38,35.00
HLLY,72.41,-128.27,-5.1,136.75,1.13
HLMN,14.14,18.96,48.39,93.49,53.61
HLN,13.63,1.63,1.63,1.63,1.63
HLNE,-0.26,53.89,-73.53,115.11,31.82
HLT,-4.75,15.94,57.75,33.79,35.83
HLVX,30.89,30.89,30.89,30.89,30.89
HLX,30.6,83.6,22.35,94.92,66.96
HMN,5.62,15.03,4.25,93.61,37.63
HMST,-1.9,18.45,54.39,86.25,53.03
HMY,19.07,1.85,1.85,1.85,1.85
HNI,7.93,37.01,3.94,69,36.65
HNRG,7.35,59.34,-30.22,88.33,39.15
HNST,-12.61,-5.88,13.35,99.51,35.66
HNVR,-10.08,1.58,1.58,1.58,1.58
HOCPY,15.78,0.55,0.55,0.55,0.55
HOFT,14.83,36.45,19.75,82.83,46.34
HOG,17.35,82.35,42.5,-1.85,41.00
HOLX,15.03,19.83,-6.21,100.93,38.18
HOMB,1.87,16.34,17.4,86.16,39.97
HON,7.72,86.15,31.09,-12.04,35.07
HONE,8.28,-21.17,-3.7,126.29,33.81
HOOD,-12.01,26.56,218.77,79.76,108.36
HOPE,7.87,36.89,5.28,75.34,39.17
HOTH,421.07,421.07,421.07,421.07,421.07
HOUS,-8.54,-9.12,15.93,93.35,33.39
HOVR,235.93,235.93,235.93,235.93,235.93
HP,16.32,-4.3,-3.72,108.12,33.37
HPE,5.74,12.89,33.32,75.18,40.46
HPK,52.52,-34.93,59.85,80.19,35.04
HPP,25.82,647.07,25.77,110.61,261.15
HPQ,2.71,42.09,3.41,78.41,41.30
HQI,26.45,-181.87,6.53,167.42,-2.64
HQY,4.55,41.65,18.84,85.49,48.66
HR,6.03,36.53,14.64,102.42,51.20
HRB,19.48,21.81,-9.83,91.46,34.48
HRI,10.48,72.26,24.25,46.27,47.59
HRL,4.18,141.04,12.79,-46.26,35.86
HRMY,50.72,12.04,-117.07,170.77,21.91
HROW,49.93,40.52,0.03,76.41,38.99
HRTG,32.01,56.03,45.7,72.34,58.02
HRTX,323.73,306.63,-332.56,92.96,22.34
HRZN,10.39,14.13,14.13,14.13,14.13
HSBC,24.33,3.29,1.82,105.43,36.85
HSCS,307.85,307.85,307.85,307.85,307.85
HSHP,78.26,8.48,8.48,8.48,8.48
HSIC,-0.28,23.3,7.81,70.19,33.77
HSII,7.08,11.65,8.39,94.23,38.09
HSNGY,4.68,7.27,7.27,7.27,7.27
HSON,60.58,-22.92,-25.44,114.32,21.99
HST,17.74,45.8,-4.31,97.76,46.42
HSTM,-1.03,-35.69,44.35,78.72,29.13
HSY,3.37,79.29,4.53,27.28,37.03
HTBI,15.51,-12.67,-12.6,123.11,32.61
HTBK,14.75,51.21,-2.25,98.56,49.17
HTCR,94.03,467.99,-133.74,150.53,161.59
HTGC,20.47,-51.98,1.1,165.24,38.12
HTH,10.71,-19.1,-11.85,115.32,28.12
HTHIY,15.62,1.02,1.02,1.02,1.02
HTLD,-3.29,50.19,-1.68,61.35,36.62
HTLF,2.75,63.4,-17.57,50.09,31.97
HTZ,-33.48,49.46,-158.07,242.43,44.61
HUBB,4.47,1.15,1.15,1.15,1.15
HUBB,4.47,155.35,0.91,-57.72,32.85
HUBG,-7.72,17.2,10.66,84.4,37.42
HUBS,0.63,-4.79,9.11,92.92,32.41
HUM,-2.1,46.54,5.12,57.87,36.51
HUMA,182.35,107.39,-41.34,104.02,56.69
HUN,21.16,36.25,-14.55,91.72,37.81
HURA,169.78,169.78,169.78,169.78,169.78
HURN,13.29,15.67,28.97,72.26,38.97
HUT,27.69,27.69,27.69,27.69,27.69
HVRRY,-8.82,2.44,2.44,2.44,2.44
HVT,55.52,31.61,23.48,73.64,42.91
HWC,5.9,24.15,-0.7,85.35,36.27
HWKN,-11.68,46.29,19.31,44.93,36.84
HWM,7.73,38.32,38.55,78.36,51.74
HXL,8.89,54.95,41.88,65.11,53.98
HY,31.22,38.96,1.21,91.07,43.75
HYFM,-6.53,-1677.88,-60.13,194.75,-514.42
HYLN,-39.02,-395.03,-68.31,-142.08,-201.81
HYPR,20.6,530.62,-477.77,-39.42,4.48
HZO,23.27,23.05,43.82,88.35,51.74
IAC,38.86,175.98,-473.25,133.45,-54.61
IAG,16.26,16.26,16.26,16.26,16.26
IART,1.5,29.42,14.19,69.93,37.85
IAS,32.51,103.79,48.39,53.34,68.51
IBCP,-1.94,86.01,37.92,94.25,72.73
IBDRY,13.32,2.71,2.71,2.71,2.71
IBEX,16.16,-15.9,14.47,101,33.19
IBG,254.83,254.83,254.83,254.83,254.83
IBIO,65.38,-2801.1,3538.63,-961.28,-74.58
IBKR,-9.84,8.37,27.89,73.08,36.45
IBM,0.97,11.75,18.3,79.97,36.67
IBN,15.75,0.78,0.78,0.78,0.78
IBP,8.55,41.63,9.75,52.73,34.70
IBRX,75.44,53.07,41.79,59.58,51.48
IBTA,16.2,16.2,16.2,16.2,16.20
IBTX,-12.18,4.23,18.57,90.03,37.61
ICAD,76.47,-20.57,52.25,95.49,42.39
ICAGY,11.07,1.97,1.97,1.97,1.97
ICCM,270.37,-38.56,142.41,-1.76,34.03
ICE,17.61,23.01,55.45,27.29,35.25
ICFI,33,64.04,17.85,20.3,34.06
ICG,100.73,100.73,100.73,100.73,100.73
ICHR,13.12,-22.41,24.02,100.12,33.91
ICL,2.19,33.94,29.82,57.67,40.48
ICLK,-16.67,-16.67,251.54,142.84,125.90
ICLR,30.29,8.08,22.51,72.32,34.30
ICON,126.7,12.41,12.41,12.41,12.41
ICU,195.36,195.36,195.36,195.36,195.36
ICUI,30.55,53.4,-5.93,85.78,44.42
IDA,3.38,121.25,-281.88,-21.97,-60.87
IDAI,22.29,138.13,82.57,-167.81,17.63
IDCC,-17.61,-27.38,1.71,120.01,31.45
IDN,18.18,8.8,89.58,35.62,44.67
IDR,30.33,103.54,11.94,78.33,64.60
IDXX,9.93,157.24,-5.44,-54.84,32.32
IDYA,113.8,147.51,-8.84,-10.39,42.76
IE,92.94,92.94,92.94,92.94,92.94
IEP,53.86,190.08,90.24,112.97,131.10
IEX,4.44,85.67,87.26,-71.7,33.74
IFF,23.2,12.99,15.55,87.17,38.57
IFRX,213.04,7.91,30.9,-70.81,-10.67
IGIC,9.58,-26.33,3.3,108.03,28.33
IGMS,65.88,29.14,-18.8,755.18,255.17
IGT,34.51,-0.23,17.85,100.88,39.50
IHG,-5.78,1.24,1.24,1.24,1.24
IHRT,28.48,78.51,-73.78,144.1,49.61
IHS,100,-14.88,79.39,103.68,56.06
III,40.61,-208.38,20.13,98.55,-29.90
IIIN,14.65,6.9,21.4,84.06,37.45
IIIV,17.17,29.12,76.78,15.36,40.42
IIPR,23.19,168.36,58.59,-78.26,49.56
IKNA,76.47,732.47,-837.25,246.55,47.26
IKT,185.71,-74.83,113.53,100.52,46.41
ILMN,16.64,280.52,-11.9,113.11,127.24
ILPT,172.06,90.43,53.74,74.55,72.91
IMAX,2.23,75.64,-1.93,98.5,57.40
IMBBY,13.93,8.67,8.67,8.67,8.67
IMCR,66.25,124.09,-80.53,70.91,38.16
IMMP,370.3,25.34,82.47,10.28,39.36
IMMR,54.46,-213.65,48.2,354.69,63.08
IMMX,212.5,212.5,212.5,212.5,212.50
IMNM,132.64,-26.28,88.81,71.6,44.71
IMO,41.64,32.43,-59.36,99.27,24.11
IMPP,150.84,-3062.76,-476.73,1829.68,-569.94
IMRN,286.8,84,-39.66,59.26,34.53
IMRX,476.92,435.45,-386.21,69.99,39.74
IMTX,110.92,57.79,-25.68,71.24,34.45
IMVT,73.64,73.64,73.64,73.64,73.64
IMXI,26.64,22.31,-19.96,94.01,32.12
INBK,0.51,70.72,30.3,15.07,38.70
INCY,6.9,-130.73,11.8,112.49,-2.15
INDB,-1.16,88.17,21.77,12.1,40.68
INDI,98.51,103.13,5.54,-11.6,32.36
INDV,42.86,42.86,42.86,42.86,42.86
INFA,26.35,-40.01,74.16,29.74,21.30
INFN,0.3,92.3,-231.02,103.17,-11.85
INFU,63.1,87.9,65.46,98.19,83.85
INFY,8.93,-911.74,-318.17,1072.96,-52.32
ING,34.1,7.88,7.88,7.88,7.88
INGM,21.21,21.21,21.21,21.21,21.21
INGN,0.6,50.27,51.29,88.87,63.48
INGR,14.83,50.6,13.77,48.36,37.58
INLX,30.66,30.66,30.66,30.66,30.66
INMB,296.52,93.19,53.44,-78.53,22.70
INMD,7.22,348.91,157.8,-430.43,25.43
INN,12.32,37.26,30.07,96.8,54.71
INNV,36.27,66.44,-25.84,61.24,33.95
INO,150,3.9,73.98,44.11,40.66
INOD,11.44,68.67,-11.8,93.36,50.08
INSE,47.68,-0.67,23.13,96.98,39.81
INSG,25.69,-90.44,61.93,107.64,26.38
INSM,21.5,68.04,34.94,33.53,45.50
INSP,30.28,86.59,-50.39,66.72,34.31
INSW,69.94,53.27,-13.61,106.29,48.65
INTA,-8.02,-97.4,-44.33,181.02,13.10
INTC,13.5,0.57,20.61,96.93,39.37
INTR,79.87,0.5,0.5,0.5,0.50
INTS,419.23,419.23,419.23,419.23,419.23
INTT,44.65,30.6,17.85,89.67,46.04
INTU,18.53,40.47,96.09,-34.37,34.06
INUV,212.5,-619.18,241.81,135.55,-80.61
INVA,0.05,193.71,486.95,214.21,298.29
INVE,72.84,-1862.61,35.59,133.95,-564.36
INVH,19.41,3.3,3.3,3.3,3.30
INVH,19.41,16.35,-129.16,97.08,-5.24
INVX,26.58,8.82,6.45,93.67,36.31
INVZ,93.63,140.73,2.17,-1494.88,-450.66
INZY,453.44,453.44,453.44,453.44,453.44
IONQ,-45.11,178.23,-106.41,29.8,33.87
IONS,73.14,21.02,478.69,95.37,198.36
IOSP,12.24,18.14,-10.1,93.83,33.96
IOT,-12.14,-12.14,-12.14,-12.14,-12.14
IOVA,174.91,87.4,61.68,253.34,134.14
IP,-0.77,21.58,-2.28,98.2,39.17
IPAR,18.71,31.24,6.97,74.57,37.59
IPG,11.4,11.48,6.11,99.54,39.04
IPGP,16.95,17.64,49.8,37.27,34.90
IPHA,429.8,55.3,-12.94,68.41,36.92
IPI,-31.48,65.37,172.95,98.12,112.15
IPOOF,493.38,10.11,10.11,10.11,10.11
IPX,-12.81,-12.81,-12.81,-12.81,-12.81
IQV,27.13,-4.42,68.09,37.78,33.82
IR,4.65,11.55,51.01,42.21,34.92
IRBT,42.48,69.21,32.61,97.85,66.56
IRDM,35.52,-1528.61,137.19,110.95,-426.82
IREN,23.74,23.74,23.74,23.74,23.74
IRM,12.62,8.52,-10.79,102.52,33.42
IRMD,12.97,3.27,-6.24,103.85,33.63
IRME,261.45,261.45,261.45,261.45,261.45
IRON,36.01,36.01,36.01,36.01,36.01
IRS,-0.38,11.12,11.12,11.12,11.12
IRT,5.98,30.56,-180.91,188.26,12.64
IRTC,11.03,-48.88,67.6,84.8,34.51
IRWD,238.98,-81.63,115.37,102.41,45.38
ISBA,1.29,4.52,4.52,4.52,4.52
ISDR,32.65,169.59,-80.42,104.87,64.68
ISNPY,29.28,9.03,9.03,9.03,9.03
ISPR,54.72,54.72,54.72,54.72,54.72
ISRG,1.99,80.84,-23.89,39.67,32.21
ISSC,27.85,18.97,-70.52,109.49,19.31
ISTR,8.84,-12.99,10.01,110.57,35.86
IT,3.86,0.77,60.26,41.8,34.28
ITCI,17.22,22.74,48.25,75.52,48.84
ITGR,2.01,50.88,-8.32,62.12,34.89
ITOS,301.68,-293.02,97.26,170.67,-8.36
ITRG,315.28,315.28,315.28,315.28,315.28
ITRI,10.13,24.86,16.85,85.47,42.39
ITRM,234.82,21.59,41.65,62.47,41.90
ITRN,25.87,44.29,14.45,63.27,40.67
ITT,6.53,131.2,-31.91,-9.94,29.78
ITUB,50,42.06,4.03,83.19,43.09
ITW,-3.64,131.89,22.11,-50.26,34.58
IVA,380.77,380.77,380.77,380.77,380.77
IVAC,163.16,23.58,-42.14,101.22,27.55
IVR,21.73,28.98,105.95,47.65,60.86
IVT,10.22,-38.41,1.77,107.62,23.66
IVZ,10.44,53.24,20.95,44.29,39.49
IZEA,219.34,-105.52,82.87,117.42,31.59
J,10.97,71.46,26.34,12.01,36.60
JACK,11.23,57.3,27.74,38.51,41.18
JAGX,494.06,384.04,-272.94,-162.53,-17.14
JAKK,44.98,177.45,45.26,82.77,101.83
JAMF,41.21,-6.12,92.98,12.73,33.20
JANX,52.02,-23.16,-43.25,146.81,26.80
JAZZ,49.62,65.66,-59.56,137.25,47.78
JBGS,-1.37,-81.89,-22.78,136.83,10.72
JBHT,6.31,16.62,3.24,84.95,34.94
JBI,16.28,-82.69,71.75,111.7,33.59
JBL,8.74,42.72,21.96,67.51,44.06
JBLU,-0.99,103.03,60.78,86.71,83.51
JBT,1.04,95.2,18.73,-8.11,35.27
JCI,7.86,39.97,-76.19,127.07,30.28
JEF,-3.28,29.52,-504.42,92.4,-127.50
JELD,5.6,26.56,25.58,69.08,40.41
JHG,-1.78,20.14,10.04,80.36,36.85
JHX,-14.66,-14.66,-14.66,-14.66,-14.66
JJSF,10.27,14.52,-10.73,97.57,33.79
JKHY,9.62,269.44,2.82,-170.45,33.94
JKS,6.63,24.14,10.96,160.51,65.20
JLL,7.73,59.25,17.22,32.69,36.39
JMIA,27.12,249.71,-225.07,50.24,24.96
JMPLY,48.22,5.57,5.57,5.57,5.57
JNJ,18.06,-2.05,83.69,27.52,36.39
JNPR,15.27,2.47,2.47,2.47,2.47
JNPR,15.27,19.54,52.73,46.37,39.55
JOBY,8.28,23.31,-57.39,124.27,30.06
JOUT,60.53,56.79,19.4,71.47,49.22
JPM,0.27,64.61,5.36,38.3,36.09
JRONY,30.44,3.7,3.7,3.7,3.70
JRSH,37.39,57.97,-1.69,73.27,43.18
JRVR,73.11,-5.62,3.61,103.23,33.74
JSAIY,-0.68,5.01,5.01,5.01,5.01
JSPR,192.13,192.13,192.13,192.13,192.13
JTAI,416.8,416.8,416.8,416.8,416.80
JUSHF,357.32,357.32,357.32,357.32,357.32
JWN,2.31,62.85,4.76,57.48,41.70
JXN,3.82,-54.47,113.29,26.63,28.48
JYNT,51.52,155.17,-71.01,122.85,69.00
K,6.44,-5.16,5.46,107.61,35.97
KAI,-23.2,47.05,69.16,-12.64,34.52
KALA,129.33,115.52,28.88,-121.71,7.56
KALU,0.13,26.44,20607.47,110.04,6914.65
KALV,223.74,113.53,-19.9,60.5,51.38
KAPA,466.04,466.04,466.04,466.04,466.04
KAR,5.21,-24.02,-32.7,130.17,24.48
KBCSY,25.91,6.17,6.17,6.17,6.17
KBDC,1.74,1.74,1.74,1.74,1.74
KBH,6.35,21.78,-6.82,97.45,37.47
KBR,29.14,0.73,20.78,89.55,37.02
KC,443.9,-515.37,159.22,46.66,-103.16
KD,15.01,15.01,15.01,15.01,15.01
KDDIY,-5.77,2.78,2.78,2.78,2.78
KDP,23.27,93.83,30.81,-12.24,37.47
KE,19.05,30.87,37.33,71.25,46.48
KELYA,89.28,19.87,15.39,92.14,42.47
KEX,13.88,19.34,15.71,78.84,37.96
KEY,5.3,31.94,-4.26,91.67,39.78
KEYS,5.26,5.26,5.26,5.26,5.26
KEYS,5.26,8.08,93.33,-0.9,33.50
KFRC,0.72,29.56,13.16,71.5,38.07
KFY,5.04,14.52,6.74,87.75,36.34
KGC,17.19,1.26,1.26,1.26,1.26
KGEI,48.6,48.6,48.6,48.6,48.60
KGFHY,8.19,4.95,4.95,4.95,4.95
KGS,1.63,4.08,4.08,4.08,4.08
KHC,21.12,28.94,-75.34,138.97,30.86
KIDS,56.61,26.39,-15.89,100.09,36.86
KIM,7.1,7.1,54.45,92.88,51.48
KIND,7.57,150.88,50.91,-105.61,32.06
KINS,4.55,44.8,34.08,81.16,53.35
KIRK,150,90.5,46.37,101.78,79.55
KKPNY,-4.22,4.63,4.63,4.63,4.63
KKR,3.04,72.98,55.33,34.21,54.17
KLAC,25.25,-9.07,164.67,-54.36,33.75
KLC,38.02,38.02,38.02,38.02,38.02
KLG,-5.57,3,3,3,3.00
KLIC,0.91,-6.71,27,86.57,35.62
KLTR,15.55,250.91,-128.98,-68.86,17.69
KLXE,76.99,182.44,-4.47,119.39,99.12
KMB,13.74,28.05,23.5,60.93,37.49
KMDA,118.12,44.74,39.61,94.32,59.56
KMI,-4.64,9.19,-4.71,106.8,37.09
KMPR,19.83,27.69,13.46,86.44,42.53
KMT,-6.31,15.42,-9.67,107.95,37.90
KMTUY,-5.37,3.99,3.99,3.99,3.99
KMX,-2.64,78.66,-8.63,26.98,32.34
KN,8.09,43.36,12.67,90.58,48.87
KNF,6.26,6.26,6.26,6.26,6.26
KNOP,114.03,53.82,33.55,27.8,38.39
KNSA,65.33,20.09,42.48,96.77,53.11
KNSL,-6.27,5.94,2.18,93.28,33.80
KNTK,-2.22,-268.52,1367.52,119.92,406.31
KNW,324.63,324.63,324.63,324.63,324.63
KNX,-0.25,59.87,-23.33,67.3,34.61
KO,21.12,29.37,27.13,54.3,36.93
KOD,-38.1,-38.1,-38.1,-38.1,-38.10
KOP,70.45,18.98,14.81,85.27,39.69
KOPN,103.25,-78.02,106.46,93.63,40.69
KORE,104.08,-101.21,18.41,151.45,22.88
KOS,83.73,93.24,24.95,97.27,71.82
KPLT,22.12,-17.68,-126.28,141.97,-0.66
KR,1.35,16.36,-11.93,100.37,34.93
KRC,14.05,20.8,43.61,76.35,46.92
KREF,22.67,79.46,12.55,74.26,55.42
KRG,19.22,-24.83,33.55,95.89,34.87
KRMD,1.01,14.87,48.76,69.79,44.47
KRNT,1.56,226.46,179.68,106.94,171.03
KRNY,1.08,-0.5,18.28,105.98,41.25
KRO,7.98,26.24,24.2,78.53,42.99
KRON,150.14,13.54,3.18,6.16,7.63
KROS,41.3,74.29,17.52,32.98,41.60
KRP,34.04,-41.78,72.95,105.13,45.43
KRRO,173.63,173.63,173.63,173.63,173.63
KRT,7.13,74.71,19.27,32.55,42.18
KRUS,5.53,0.4,10.11,94.76,35.09
KRYAY,10.77,1.34,1.34,1.34,1.34
KRYS,11.85,-89.8,88.52,91.9,30.21
KSS,2.71,95.07,5.49,36.7,45.75
KT,17.06,4,4,4,4.00
KTB,3.22,69.98,18.71,26.58,38.42
KTOS,2.43,-344.06,101.21,128.21,-38.21
KULR,-28.06,274.58,-99.72,-124.78,16.69
KURA,164.1,164.1,164.1,164.1,164.10
KVUE,9.85,3.38,3.38,3.38,3.38
KVYO,9.09,9.09,9.09,9.09,9.09
KW,5.83,41.85,50.73,69.77,54.12
KWR,23.16,16.86,35.27,62.39,38.17
KYMR,21.51,-3.62,-185.47,119.25,-23.28
KYOCY,13.79,3.29,3.29,3.29,3.29
KYTX,430.73,430.73,430.73,430.73,430.73
KZR,105.09,123.61,-108.82,12.19,8.99
LAAC,50.6,-5.81,26.17,89.5,36.62
LAB,50.27,33.95,-308.08,320.09,15.32
LAC,28.87,28.87,28.87,28.87,28.87
LAD,5.93,42.63,311.1,63.38,139.04
LADR,22.32,37.9,66.69,79.51,61.37
LAES,325.17,325.17,325.17,325.17,325.17
LAKE,21.07,40.01,38.12,86.35,54.83
LAMR,1.83,24.64,21.03,74.02,39.90
LANC,4.91,88.44,-46.07,56.07,32.81
LAND,25.25,30.11,26.97,81.52,46.20
LANV,3.5,180.49,81.15,-166.25,31.80
LASR,50.82,-43.37,-39.77,133.61,16.82
LAUR,6.67,145.44,187.11,131.17,154.57
LAW,2.56,-186.6,87.44,162.06,20.97
LAZ,6.78,38.18,-36.26,107.51,36.48
LAZR,87.03,103.13,225.94,-1147.74,-272.89
LB,-1.91,0.55,0.55,0.55,0.55
LBRDA,25.98,77.53,-27.99,58.98,36.17
LBRDK,13.04,13.04,13.04,13.04,13.04
LBRT,12.17,-2.72,-8.99,108.7,32.33
LBTYA,62.93,-266.22,54.24,54.48,-52.50
LC,-1.52,-48.42,-187.61,134.44,-33.86
LCID,41.51,93.69,171.59,-410.77,-48.50
LCII,1.05,-13.68,-3.46,122.54,35.13
LCNB,4.46,54.85,-2.56,59.63,37.31
LCUT,114.15,22.09,-43.44,116.35,31.67
LDI,17.65,-2.22,81.71,93.05,57.51
LDOS,25.87,39.11,70.49,-2.48,35.71
LDTC,400,400,400,400,400.00
LE,21.8,140.72,35.85,90.34,88.97
LEA,31.17,10.12,17.2,86.54,37.95
LECO,4.26,69.4,54.4,-18.85,34.98
LEE,23,166.71,54.89,74.72,98.77
LEG,5.49,33.96,10.53,74.81,39.77
LEGH,21.39,61.12,-7.37,37.34,30.36
LEGN,92.31,87.45,-8.02,23.29,34.24
LEN,15.22,46.53,40.91,37.51,41.65
LENZ,6.35,6.35,6.35,6.35,6.35
LESL,25.52,64.73,43.41,24.43,44.19
LEU,63.81,647.35,-3.84,103.04,248.85
LEV,91.72,91.72,91.72,91.72,91.72
LEVI,22.43,7.26,33.07,82.04,40.79
LEXX,270.37,67.76,134.71,-146.9,18.52
LFCR,7.1,339.18,76.62,92.18,169.33
LFLY,454.01,64.21,137,-260.57,-19.79
LFMD,94.81,132.96,-111.94,50.76,23.93
LFST,7.24,-49.32,81.74,98.67,43.70
LFT,22.79,-3.22,99.35,65.66,53.93
LFUS,22.04,8.26,37.86,58.94,35.02
LFWD,384.69,604.47,-512.12,-64.89,9.15
LGCY,13.69,13.69,13.69,13.69,13.69
LGIH,3.06,-19.84,-42.75,123.69,20.37
LGMK,110.53,-130.72,210.38,214.99,98.22
LGND,17.15,37.14,-23.93,95.79,36.33
LGO,90.91,14.24,94.26,118.94,75.81
LGTY,24.19,3.93,3.93,3.93,3.93
LGVN,372.64,205.54,-159.1,64.57,37.00
LH,10.52,31.17,-26.82,101.71,35.35
LHX,22.81,-5.1,7.77,103.02,35.23
LICY,45.03,206.56,-45.77,-181.08,-6.76
LIF,0.99,0.99,0.99,0.99,0.99
LII,-5.1,97.22,11.51,-5.77,34.32
LILA,14.29,0.96,-43.23,125.94,27.89
LILAK,28.06,28.06,28.06,28.06,28.06
LIN,11.44,50.27,64.26,-6.43,36.03
LINC,23.46,52.66,1.81,84.26,46.24
LIND,19.49,33.32,36.84,92.6,54.25
LINE,43.17,3.33,3.33,3.33,3.33
LION,44.93,-11.84,8.63,97.29,31.36
LIPO,257.14,257.14,257.14,257.14,257.14
